"GRID_1","GRID_5","PS_AREA_CODE","PS_AREA","PS_AREA_NUMBER"
"5200065","6200065","IRS03ST","9200060",1
"5200066","6200065","IRS03ST","9200060",1
"5200067","6200065","IRS03ST","9200060",1
"5200068","6200065","IRS03ST","9200060",1
"5200069","6200065","IRS03ST","9200060",1
"5200070","6200070","IRS05ST","9200080",5
"5200071","6200070","IRS05ST","9200080",5
"5200072","6200070","IRS05ST","9200080",5
"5200073","6200070","IRS05ST","9200080",5
"5200074","6200070","IRS05ST","9200080",5
"5200075","6200075","IRS05ST","9200080",5
"5200076","6200075","IRS05ST","9200080",5
"5200077","6200075","IRS05ST","9200080",5
"5200078","6200075","IRS05ST","9200080",5
"5200079","6200075","IRS05ST","9200080",5
"5200080","6200080","IRS10ST","9200100",6
"5200081","6200080","IRS10ST","9200100",6
"5200082","6200080","IRS10ST","9200100",6
"5200083","6200080","IRS10ST","9200100",6
"5200084","6200080","IRS10ST","9200100",6
"5200085","6200085","IRS10ST","9200100",6
"5200086","6200085","IRS10ST","9200100",6
"5200087","6200085","IRS10ST","9200100",6
"5200088","6200085","IRS10ST","9200100",6
"5200089","6200085","IRS10ST","9200100",6
"5200090","6200090","IRS10ST","9200100",6
"5200091","6200090","IRS10ST","9200100",6
"5200092","6200090","IRS10ST","9200100",6
"5200093","6200090","IRS10ST","9200100",6
"5200094","6200090","IRS10ST","9200100",6
"5200095","6200095","IRS10ST","9200100",6
"5200096","6200095","IRS10ST","9200100",6
"5200097","6200095","IRS10ST","9200100",6
"5200098","6200095","IRS10ST","9200100",6
"5200099","6200095","IRS10ST","9200100",6
"5200100","6200100","IRS10ST","9200100",6
"5201041","6200040","IRS02ST","9200020",2
"5201042","6200040","IRS02ST","9200020",2
"5201043","6200040","IRS02ST","9200020",2
"5201044","6200040","IRS02ST","9200020",2
"5201045","6200045","IRS02ST","9200020",2
"5201046","6200045","IRS02ST","9200020",2
"5201047","6200045","IRS02ST","9200020",2
"5201048","6200045","IRS02ST","9200020",2
"5201049","6200045","IRS02ST","9200020",2
"5201050","6200050","IRS02ST","9200020",2
"5201051","6200050","IRS02ST","9200020",2
"5201052","6200050","IRS02ST","9200020",2
"5201053","6200050","IRS02ST","9200020",2
"5201054","6200050","IRS02ST","9200020",2
"5201055","6200055","IRS02ST","9200020",2
"5201056","6200055","IRS02ST","9200020",2
"5201057","6200055","IRS02ST","9200020",2
"5201058","6200055","IRS03ST","9200060",1
"5201059","6200055","IRS03ST","9200060",1
"5201060","6200060","IRS03ST","9200060",1
"5201061","6200060","IRS03ST","9200060",1
"5201062","6200060","IRS03ST","9200060",1
"5201063","6200060","IRS03ST","9200060",1
"5201064","6200060","IRS03ST","9200060",1
"5201065","6200065","IRS03ST","9200060",1
"5201066","6200065","IRS03ST","9200060",1
"5201067","6200065","IRS03ST","9200060",1
"5201068","6200065","IRS03ST","9200060",1
"5201069","6200065","IRS03ST","9200060",1
"5201070","6200070","IRS05ST","9200080",5
"5201071","6200070","IRS05ST","9200080",5
"5201072","6200070","IRS05ST","9200080",5
"5201073","6200070","IRS05ST","9200080",5
"5201074","6200070","IRS05ST","9200080",5
"5201075","6200075","IRS05ST","9200080",5
"5201076","6200075","IRS05ST","9200080",5
"5201077","6200075","IRS05ST","9200080",5
"5201078","6200075","IRS05ST","9200080",5
"5201079","6200075","IRS05ST","9200080",5
"5201080","6200080","IRS10ST","9200100",6
"5201081","6200080","IRS10ST","9200100",6
"5201082","6200080","IRS10ST","9200100",6
"5201083","6200080","IRS10ST","9200100",6
"5201084","6200080","IRS10ST","9200100",6
"5201085","6200085","IRS10ST","9200100",6
"5201086","6200085","IRS10ST","9200100",6
"5201087","6200085","IRS10ST","9200100",6
"5201088","6200085","IRS10ST","9200100",6
"5201089","6200085","IRS10ST","9200100",6
"5201090","6200090","IRS10ST","9200100",6
"5201091","6200090","IRS10ST","9200100",6
"5201092","6200090","IRS10ST","9200100",6
"5201093","6200090","IRS10ST","9200100",6
"5201094","6200090","IRS10ST","9200100",6
"5201095","6200095","IRS10ST","9200100",6
"5201096","6200095","IRS10ST","9200100",6
"5201097","6200095","IRS10ST","9200100",6
"5201098","6200095","IRS10ST","9200100",6
"5201099","6200095","IRS10ST","9200100",6
"5201100","6200100","IRS10ST","9200100",6
"5202040","6200040","IRS02ST","9200020",2
"5202041","6200040","IRS02ST","9200020",2
"5202042","6200040","IRS02ST","9200020",2
"5202043","6200040","IRS02ST","9200020",2
"5202044","6200040","IRS02ST","9200020",2
"5202045","6200045","IRS02ST","9200020",2
"5202046","6200045","IRS02ST","9200020",2
"5202047","6200045","IRS02ST","9200020",2
"5202048","6200045","IRS02ST","9200020",2
"5202049","6200045","IRS02ST","9200020",2
"5202050","6200050","IRS02ST","9200020",2
"5202051","6200050","IRS02ST","9200020",2
"5202052","6200050","IRS02ST","9200020",2
"5202053","6200050","IRS02ST","9200020",2
"5202054","6200050","IRS02ST","9200020",2
"5202055","6200055","IRS02ST","9200020",2
"5202056","6200055","IRS02ST","9200020",2
"5202057","6200055","IRS02ST","9200020",2
"5202058","6200055","IRS03ST","9200060",1
"5202059","6200055","IRS03ST","9200060",1
"5202060","6200060","IRS03ST","9200060",1
"5202061","6200060","IRS03ST","9200060",1
"5202062","6200060","IRS03ST","9200060",1
"5202063","6200060","IRS03ST","9200060",1
"5202064","6200060","IRS03ST","9200060",1
"5202065","6200065","IRS03ST","9200060",1
"5202066","6200065","IRS03ST","9200060",1
"5202067","6200065","IRS03ST","9200060",1
"5202068","6200065","IRS03ST","9200060",1
"5202069","6200065","IRS03ST","9200060",1
"5202070","6200070","IRS05ST","9200080",5
"5202071","6200070","IRS05ST","9200080",5
"5202072","6200070","IRS05ST","9200080",5
"5202073","6200070","IRS05ST","9200080",5
"5202074","6200070","IRS05ST","9200080",5
"5202075","6200075","IRS05ST","9200080",5
"5202076","6200075","IRS05ST","9200080",5
"5202077","6200075","IRS05ST","9200080",5
"5202078","6200075","IRS05ST","9200080",5
"5202079","6200075","IRS05ST","9200080",5
"5202080","6200080","IRS10ST","9200100",6
"5202081","6200080","IRS10ST","9200100",6
"5202082","6200080","IRS10ST","9200100",6
"5202083","6200080","IRS10ST","9200100",6
"5202084","6200080","IRS10ST","9200100",6
"5202085","6200085","IRS10ST","9200100",6
"5202086","6200085","IRS10ST","9200100",6
"5202087","6200085","IRS10ST","9200100",6
"5202088","6200085","IRS10ST","9200100",6
"5202089","6200085","IRS10ST","9200100",6
"5202090","6200090","IRS10ST","9200100",6
"5202091","6200090","IRS10ST","9200100",6
"5202092","6200090","IRS10ST","9200100",6
"5202093","6200090","IRS10ST","9200100",6
"5202094","6200090","IRS10ST","9200100",6
"5202095","6200095","IRS10ST","9200100",6
"5202096","6200095","IRS10ST","9200100",6
"5202097","6200095","IRS10ST","9200100",6
"5202098","6200095","IRS10ST","9200100",6
"5202099","6200095","IRS10ST","9200100",6
"5202100","6200100","IRS10ST","9200100",6
"5202101","6200100","IRS10ST","9200100",6
"5203039","6200035","IRS02ST","9200020",2
"5203040","6200040","IRS02ST","9200020",2
"5203041","6200040","IRS02ST","9200020",2
"5203042","6200040","IRS02ST","9200020",2
"5203043","6200040","IRS02ST","9200020",2
"5203044","6200040","IRS02ST","9200020",2
"5203045","6200045","IRS02ST","9200020",2
"5203046","6200045","IRS02ST","9200020",2
"5203047","6200045","IRS02ST","9200020",2
"5203048","6200045","IRS02ST","9200020",2
"5203049","6200045","IRS02ST","9200020",2
"5203050","6200050","IRS02ST","9200020",2
"5203051","6200050","IRS02ST","9200020",2
"5203052","6200050","IRS02ST","9200020",2
"5203053","6200050","IRS02ST","9200020",2
"5203054","6200050","IRS02ST","9200020",2
"5203055","6200055","IRS02ST","9200020",2
"5203056","6200055","IRS02ST","9200020",2
"5203057","6200055","IRS02ST","9200020",2
"5203058","6200055","IRS03ST","9200060",1
"5203059","6200055","IRS03ST","9200060",1
"5203060","6200060","IRS03ST","9200060",1
"5203061","6200060","IRS03ST","9200060",1
"5203062","6200060","IRS03ST","9200060",1
"5203063","6200060","IRS03ST","9200060",1
"5203064","6200060","IRS03ST","9200060",1
"5203065","6200065","IRS03ST","9200060",1
"5203066","6200065","IRS03ST","9200060",1
"5203067","6200065","IRS03ST","9200060",1
"5203068","6200065","IRS03ST","9200060",1
"5203069","6200065","IRS03ST","9200060",1
"5203070","6200070","IRS05ST","9200080",5
"5203071","6200070","IRS05ST","9200080",5
"5203072","6200070","IRS05ST","9200080",5
"5203073","6200070","IRS05ST","9200080",5
"5203074","6200070","IRS05ST","9200080",5
"5203075","6200075","IRS05ST","9200080",5
"5203076","6200075","IRS05ST","9200080",5
"5203077","6200075","IRS05ST","9200080",5
"5203078","6200075","IRS05ST","9200080",5
"5203079","6200075","IRS05ST","9200080",5
"5203080","6200080","IRS10ST","9200100",6
"5203081","6200080","IRS10ST","9200100",6
"5203082","6200080","IRS10ST","9200100",6
"5203083","6200080","IRS10ST","9200100",6
"5203084","6200080","IRS10ST","9200100",6
"5203085","6200085","IRS10ST","9200100",6
"5203086","6200085","IRS10ST","9200100",6
"5203087","6200085","IRS10ST","9200100",6
"5203088","6200085","IRS10ST","9200100",6
"5203089","6200085","IRS10ST","9200100",6
"5203090","6200090","IRS10ST","9200100",6
"5203091","6200090","IRS10ST","9200100",6
"5203092","6200090","IRS10ST","9200100",6
"5203093","6200090","IRS10ST","9200100",6
"5203094","6200090","IRS10ST","9200100",6
"5203095","6200095","IRS10ST","9200100",6
"5203096","6200095","IRS10ST","9200100",6
"5203097","6200095","IRS10ST","9200100",6
"5203098","6200095","IRS10ST","9200100",6
"5203099","6200095","IRS10ST","9200100",6
"5203100","6200100","IRS10ST","9200100",6
"5203101","6200100","IRS10ST","9200100",6
"5203102","6200100","IRS10ST","9200100",6
"5204039","6200035","IRS02ST","9200020",2
"5204040","6200040","IRS02ST","9200020",2
"5204041","6200040","IRS02ST","9200020",2
"5204042","6200040","IRS02ST","9200020",2
"5204043","6200040","IRS02ST","9200020",2
"5204044","6200040","IRS02ST","9200020",2
"5204045","6200045","IRS02ST","9200020",2
"5204046","6200045","IRS02ST","9200020",2
"5204047","6200045","IRS02ST","9200020",2
"5204048","6200045","IRS02ST","9200020",2
"5204049","6200045","IRS02ST","9200020",2
"5204050","6200050","IRS02ST","9200020",2
"5204051","6200050","IRS02ST","9200020",2
"5204052","6200050","IRS02ST","9200020",2
"5204053","6200050","IRS02ST","9200020",2
"5204054","6200050","IRS02ST","9200020",2
"5204055","6200055","IRS02ST","9200020",2
"5204056","6200055","IRS02ST","9200020",2
"5204057","6200055","IRS02ST","9200020",2
"5204058","6200055","IRS03ST","9200060",1
"5204059","6200055","IRS03ST","9200060",1
"5204060","6200060","IRS03ST","9200060",1
"5204061","6200060","IRS03ST","9200060",1
"5204062","6200060","IRS03ST","9200060",1
"5204063","6200060","IRS03ST","9200060",1
"5204064","6200060","IRS03ST","9200060",1
"5204065","6200065","IRS03ST","9200060",1
"5204066","6200065","IRS03ST","9200060",1
"5204067","6200065","IRS03ST","9200060",1
"5204068","6200065","IRS03ST","9200060",1
"5204069","6200065","IRS03ST","9200060",1
"5204070","6200070","IRS05ST","9200080",5
"5204071","6200070","IRS05ST","9200080",5
"5204072","6200070","IRS05ST","9200080",5
"5204073","6200070","IRS05ST","9200080",5
"5204074","6200070","IRS05ST","9200080",5
"5204075","6200075","IRS05ST","9200080",5
"5204076","6200075","IRS05ST","9200080",5
"5204077","6200075","IRS05ST","9200080",5
"5204078","6200075","IRS05ST","9200080",5
"5204079","6200075","IRS05ST","9200080",5
"5204080","6200080","IRS10ST","9200100",6
"5204081","6200080","IRS10ST","9200100",6
"5204082","6200080","IRS10ST","9200100",6
"5204083","6200080","IRS10ST","9200100",6
"5204084","6200080","IRS10ST","9200100",6
"5204085","6200085","IRS10ST","9200100",6
"5204086","6200085","IRS10ST","9200100",6
"5204087","6200085","IRS10ST","9200100",6
"5204088","6200085","IRS10ST","9200100",6
"5204089","6200085","IRS10ST","9200100",6
"5204090","6200090","IRS10ST","9200100",6
"5204091","6200090","IRS10ST","9200100",6
"5204092","6200090","IRS10ST","9200100",6
"5204093","6200090","IRS10ST","9200100",6
"5204094","6200090","IRS10ST","9200100",6
"5204095","6200095","IRS10ST","9200100",6
"5204096","6200095","IRS10ST","9200100",6
"5204097","6200095","IRS10ST","9200100",6
"5204098","6200095","IRS10ST","9200100",6
"5204099","6200095","IRS10ST","9200100",6
"5204100","6200100","IRS10ST","9200100",6
"5204101","6200100","IRS10ST","9200100",6
"5204102","6200100","IRS10ST","9200100",6
"5204103","6200100","IRS10ST","9200100",6
"5205038","6205035","IRS02ST","9200020",2
"5205039","6205035","IRS02ST","9200020",2
"5205040","6205040","IRS02ST","9200020",2
"5205041","6205040","IRS02ST","9200020",2
"5205042","6205040","IRS02ST","9200020",2
"5205043","6205040","IRS02ST","9200020",2
"5205044","6205040","IRS02ST","9200020",2
"5205045","6205045","IRS02ST","9200020",2
"5205046","6205045","IRS02ST","9200020",2
"5205047","6205045","IRS02ST","9200020",2
"5205048","6205045","IRS02ST","9200020",2
"5205049","6205045","IRS02ST","9200020",2
"5205050","6205050","IRS02ST","9200020",2
"5205051","6205050","IRS02ST","9200020",2
"5205052","6205050","IRS02ST","9200020",2
"5205053","6205050","IRS02ST","9200020",2
"5205054","6205050","IRS02ST","9200020",2
"5205055","6205055","IRS02ST","9200020",2
"5205056","6205055","IRS02ST","9200020",2
"5205057","6205055","IRS02ST","9200020",2
"5205058","6205055","IRS03ST","9200060",1
"5205059","6205055","IRS03ST","9200060",1
"5205060","6205060","IRS03ST","9200060",1
"5205061","6205060","IRS03ST","9200060",1
"5205062","6205060","IRS03ST","9200060",1
"5205063","6205060","IRS03ST","9200060",1
"5205064","6205060","IRS03ST","9200060",1
"5205065","6205065","IRS03ST","9200060",1
"5205066","6205065","IRS03ST","9200060",1
"5205067","6205065","IRS03ST","9200060",1
"5205068","6205065","IRS03ST","9200060",1
"5205069","6205065","IRS03ST","9200060",1
"5205070","6205070","IRS05ST","9200080",5
"5205071","6205070","IRS05ST","9200080",5
"5205072","6205070","IRS05ST","9200080",5
"5205073","6205070","IRS05ST","9200080",5
"5205074","6205070","IRS05ST","9200080",5
"5205075","6205075","IRS05ST","9200080",5
"5205076","6205075","IRS05ST","9200080",5
"5205077","6205075","IRS05ST","9200080",5
"5205078","6205075","IRS05ST","9200080",5
"5205079","6205075","IRS05ST","9200080",5
"5205080","6205080","IRS10ST","9200100",6
"5205081","6205080","IRS10ST","9200100",6
"5205082","6205080","IRS10ST","9200100",6
"5205083","6205080","IRS10ST","9200100",6
"5205084","6205080","IRS10ST","9200100",6
"5205085","6205085","IRS10ST","9200100",6
"5205086","6205085","IRS10ST","9200100",6
"5205087","6205085","IRS10ST","9200100",6
"5205088","6205085","IRS10ST","9200100",6
"5205089","6205085","IRS10ST","9200100",6
"5205090","6205090","IRS10ST","9200100",6
"5205091","6205090","IRS10ST","9200100",6
"5205092","6205090","IRS10ST","9200100",6
"5205093","6205090","IRS10ST","9200100",6
"5205094","6205090","IRS10ST","9200100",6
"5205095","6205095","IRS10ST","9200100",6
"5205096","6205095","IRS10ST","9200100",6
"5205097","6205095","IRS10ST","9200100",6
"5205098","6205095","IRS10ST","9200100",6
"5205099","6205095","IRS10ST","9200100",6
"5205100","6205100","IRS10ST","9200100",6
"5205101","6205100","IRS10ST","9200100",6
"5205102","6205100","IRS10ST","9200100",6
"5205103","6205100","IRS10ST","9200100",6
"5205104","6205100","IRS10ST","9200100",6
"5205105","6205105","IRS10ST","9200100",6
"5206038","6205035","IRS02ST","9200020",2
"5206039","6205035","IRS02ST","9200020",2
"5206040","6205040","IRS02ST","9200020",2
"5206041","6205040","IRS02ST","9200020",2
"5206042","6205040","IRS02ST","9200020",2
"5206043","6205040","IRS02ST","9200020",2
"5206044","6205040","IRS02ST","9200020",2
"5206045","6205045","IRS02ST","9200020",2
"5206046","6205045","IRS02ST","9200020",2
"5206047","6205045","IRS02ST","9200020",2
"5206048","6205045","IRS02ST","9200020",2
"5206049","6205045","IRS02ST","9200020",2
"5206050","6205050","IRS02ST","9200020",2
"5206051","6205050","IRS02ST","9200020",2
"5206052","6205050","IRS02ST","9200020",2
"5206053","6205050","IRS02ST","9200020",2
"5206054","6205050","IRS02ST","9200020",2
"5206055","6205055","IRS02ST","9200020",2
"5206056","6205055","IRS02ST","9200020",2
"5206057","6205055","IRS02ST","9200020",2
"5206058","6205055","IRS03ST","9200060",1
"5206059","6205055","IRS03ST","9200060",1
"5206060","6205060","IRS03ST","9200060",1
"5206061","6205060","IRS03ST","9200060",1
"5206062","6205060","IRS03ST","9200060",1
"5206063","6205060","IRS03ST","9200060",1
"5206064","6205060","IRS03ST","9200060",1
"5206065","6205065","IRS03ST","9200060",1
"5206066","6205065","IRS03ST","9200060",1
"5206067","6205065","IRS03ST","9200060",1
"5206068","6205065","IRS03ST","9200060",1
"5206069","6205065","IRS03ST","9200060",1
"5206070","6205070","IRS05ST","9200080",5
"5206071","6205070","IRS05ST","9200080",5
"5206072","6205070","IRS05ST","9200080",5
"5206073","6205070","IRS05ST","9200080",5
"5206074","6205070","IRS05ST","9200080",5
"5206075","6205075","IRS05ST","9200080",5
"5206076","6205075","IRS05ST","9200080",5
"5206077","6205075","IRS05ST","9200080",5
"5206078","6205075","IRS05ST","9200080",5
"5206079","6205075","IRS05ST","9200080",5
"5206080","6205080","IRS10ST","9200100",6
"5206081","6205080","IRS10ST","9200100",6
"5206082","6205080","IRS10ST","9200100",6
"5206083","6205080","IRS10ST","9200100",6
"5206084","6205080","IRS10ST","9200100",6
"5206085","6205085","IRS10ST","9200100",6
"5206086","6205085","IRS10ST","9200100",6
"5206087","6205085","IRS10ST","9200100",6
"5206088","6205085","IRS10ST","9200100",6
"5206089","6205085","IRS10ST","9200100",6
"5206090","6205090","IRS10ST","9200100",6
"5206091","6205090","IRS10ST","9200100",6
"5206092","6205090","IRS10ST","9200100",6
"5206093","6205090","IRS10ST","9200100",6
"5206094","6205090","IRS10ST","9200100",6
"5206095","6205095","IRS10ST","9200100",6
"5206096","6205095","IRS10ST","9200100",6
"5206097","6205095","IRS10ST","9200100",6
"5206098","6205095","IRS10ST","9200100",6
"5206099","6205095","IRS10ST","9200100",6
"5206100","6205100","IRS10ST","9200100",6
"5206101","6205100","IRS10ST","9200100",6
"5206102","6205100","IRS10ST","9200100",6
"5206103","6205100","IRS10ST","9200100",6
"5206104","6205100","IRS10ST","9200100",6
"5206105","6205105","IRS10ST","9200100",6
"5206106","6205105","IRS10ST","9200100",6
"5207039","6205035","IRS02ST","9200020",2
"5207040","6205040","IRS02ST","9200020",2
"5207041","6205040","IRS02ST","9200020",2
"5207042","6205040","IRS02ST","9200020",2
"5207043","6205040","IRS02ST","9200020",2
"5207044","6205040","IRS02ST","9200020",2
"5207045","6205045","IRS02ST","9200020",2
"5207046","6205045","IRS02ST","9200020",2
"5207047","6205045","IRS02ST","9200020",2
"5207048","6205045","IRS02ST","9200020",2
"5207049","6205045","IRS02ST","9200020",2
"5207049","6205045","IRS03ST","9200060",1
"5207050","6205050","IRS02ST","9200020",2
"5207050","6205050","IRS03ST","9200060",1
"5207051","6205050","IRS02ST","9200020",2
"5207051","6205050","IRS03ST","9200060",1
"5207052","6205050","IRS02ST","9200020",2
"5207052","6205050","IRS03ST","9200060",1
"5207053","6205050","IRS02ST","9200020",2
"5207053","6205050","IRS03ST","9200060",1
"5207054","6205050","IRS02ST","9200020",2
"5207054","6205050","IRS03ST","9200060",1
"5207055","6205055","IRS02ST","9200020",2
"5207055","6205055","IRS03ST","9200060",1
"5207056","6205055","IRS02ST","9200020",2
"5207056","6205055","IRS03ST","9200060",1
"5207057","6205055","IRS02ST","9200020",2
"5207057","6205055","IRS03ST","9200060",1
"5207058","6205055","IRS03ST","9200060",1
"5207059","6205055","IRS03ST","9200060",1
"5207060","6205060","IRS03ST","9200060",1
"5207061","6205060","IRS03ST","9200060",1
"5207062","6205060","IRS03ST","9200060",1
"5207063","6205060","IRS03ST","9200060",1
"5207064","6205060","IRS03ST","9200060",1
"5207065","6205065","IRS03ST","9200060",1
"5207066","6205065","IRS03ST","9200060",1
"5207067","6205065","IRS03ST","9200060",1
"5207068","6205065","IRS03ST","9200060",1
"5207069","6205065","IRS03ST","9200060",1
"5207070","6205070","IRS05ST","9200080",5
"5207071","6205070","IRS05ST","9200080",5
"5207072","6205070","IRS05ST","9200080",5
"5207073","6205070","IRS05ST","9200080",5
"5207074","6205070","IRS05ST","9200080",5
"5207075","6205075","IRS05ST","9200080",5
"5207076","6205075","IRS05ST","9200080",5
"5207077","6205075","IRS05ST","9200080",5
"5207078","6205075","IRS05ST","9200080",5
"5207079","6205075","IRS05ST","9200080",5
"5207080","6205080","IRS10ST","9200100",6
"5207081","6205080","IRS10ST","9200100",6
"5207082","6205080","IRS10ST","9200100",6
"5207083","6205080","IRS10ST","9200100",6
"5207084","6205080","IRS10ST","9200100",6
"5207085","6205085","IRS10ST","9200100",6
"5207086","6205085","IRS10ST","9200100",6
"5207087","6205085","IRS10ST","9200100",6
"5207088","6205085","IRS10ST","9200100",6
"5207089","6205085","IRS10ST","9200100",6
"5207090","6205090","IRS10ST","9200100",6
"5207091","6205090","IRS10ST","9200100",6
"5207092","6205090","IRS10ST","9200100",6
"5207093","6205090","IRS10ST","9200100",6
"5207094","6205090","IRS10ST","9200100",6
"5207095","6205095","IRS10ST","9200100",6
"5207096","6205095","IRS10ST","9200100",6
"5207097","6205095","IRS10ST","9200100",6
"5207098","6205095","IRS10ST","9200100",6
"5207099","6205095","IRS10ST","9200100",6
"5207100","6205100","IRS10ST","9200100",6
"5207101","6205100","IRS10ST","9200100",6
"5207102","6205100","IRS10ST","9200100",6
"5207103","6205100","IRS10ST","9200100",6
"5207104","6205100","IRS10ST","9200100",6
"5207105","6205105","IRS10ST","9200100",6
"5207106","6205105","IRS10ST","9200100",6
"5207107","6205105","IRS10ST","9200100",6
"5207108","6205105","IRS10ST","9200100",6
"5207109","6205105","IRS10ST","9200100",6
"5207110","6205110","IRS10ST","9200100",6
"5208039","6205035","IRS02ST","9200020",2
"5208040","6205040","IRS02ST","9200020",2
"5208041","6205040","IRS02ST","9200020",2
"5208042","6205040","IRS02ST","9200020",2
"5208043","6205040","IRS02ST","9200020",2
"5208044","6205040","IRS02ST","9200020",2
"5208045","6205045","IRS02ST","9200020",2
"5208046","6205045","IRS02ST","9200020",2
"5208047","6205045","IRS02ST","9200020",2
"5208048","6205045","IRS02ST","9200020",2
"5208049","6205045","IRS03ST","9200060",1
"5208050","6205050","IRS03ST","9200060",1
"5208051","6205050","IRS03ST","9200060",1
"5208052","6205050","IRS03ST","9200060",1
"5208053","6205050","IRS03ST","9200060",1
"5208054","6205050","IRS03ST","9200060",1
"5208055","6205055","IRS03ST","9200060",1
"5208056","6205055","IRS03ST","9200060",1
"5208057","6205055","IRS03ST","9200060",1
"5208058","6205055","IRS03ST","9200060",1
"5208059","6205055","IRS03ST","9200060",1
"5208060","6205060","IRS03ST","9200060",1
"5208061","6205060","IRS03ST","9200060",1
"5208062","6205060","IRS03ST","9200060",1
"5208063","6205060","IRS03ST","9200060",1
"5208064","6205060","IRS03ST","9200060",1
"5208065","6205065","IRS03ST","9200060",1
"5208066","6205065","IRS03ST","9200060",1
"5208067","6205065","IRS03ST","9200060",1
"5208068","6205065","IRS03ST","9200060",1
"5208069","6205065","IRS03ST","9200060",1
"5208070","6205070","IRS05ST","9200080",5
"5208071","6205070","IRS05ST","9200080",5
"5208072","6205070","IRS05ST","9200080",5
"5208073","6205070","IRS05ST","9200080",5
"5208074","6205070","IRS05ST","9200080",5
"5208075","6205075","IRS05ST","9200080",5
"5208076","6205075","IRS05ST","9200080",5
"5208077","6205075","IRS05ST","9200080",5
"5208078","6205075","IRS05ST","9200080",5
"5208079","6205075","IRS05ST","9200080",5
"5208080","6205080","IRS10ST","9200100",6
"5208081","6205080","IRS10ST","9200100",6
"5208082","6205080","IRS10ST","9200100",6
"5208083","6205080","IRS10ST","9200100",6
"5208084","6205080","IRS10ST","9200100",6
"5208085","6205085","IRS10ST","9200100",6
"5208086","6205085","IRS10ST","9200100",6
"5208087","6205085","IRS10ST","9200100",6
"5208088","6205085","IRS10ST","9200100",6
"5208089","6205085","IRS10ST","9200100",6
"5208090","6205090","IRS10ST","9200100",6
"5208091","6205090","IRS10ST","9200100",6
"5208092","6205090","IRS10ST","9200100",6
"5208093","6205090","IRS10ST","9200100",6
"5208094","6205090","IRS10ST","9200100",6
"5208095","6205095","IRS10ST","9200100",6
"5208096","6205095","IRS10ST","9200100",6
"5208097","6205095","IRS10ST","9200100",6
"5208098","6205095","IRS10ST","9200100",6
"5208099","6205095","IRS10ST","9200100",6
"5208100","6205100","IRS10ST","9200100",6
"5208101","6205100","IRS10ST","9200100",6
"5208102","6205100","IRS10ST","9200100",6
"5208103","6205100","IRS10ST","9200100",6
"5208104","6205100","IRS10ST","9200100",6
"5208105","6205105","IRS10ST","9200100",6
"5208106","6205105","IRS10ST","9200100",6
"5208107","6205105","IRS10ST","9200100",6
"5208108","6205105","IRS10ST","9200100",6
"5208109","6205105","IRS10ST","9200100",6
"5208110","6205110","IRS10ST","9200100",6
"5208111","6205110","IRS10ST","9200100",6
"5208112","6205110","IRS10ST","9200100",6
"5208113","6205110","IRS10ST","9200100",6
"5208114","6205110","IRS10ST","9200100",6
"5208115","6205115","IRS10ST","9200100",6
"5208116","6205115","IRS10ST","9200100",6
"5208117","6205115","IRS10ST","9200100",6
"5208118","6205115","IRS10ST","9200100",6
"5208119","6205115","IRS10ST","9200100",6
"5208120","6205120","IRS10ST","9200100",6
"5208121","6205120","IRS10ST","9200100",6
"5208122","6205120","IRS10ST","9200100",6
"5208123","6205120","IRS10ST","9200100",6
"5208124","6205120","IRS10ST","9200100",6
"5208125","6205125","IRS10ST","9200100",6
"5208126","6205125","IRS10ST","9200100",6
"5208127","6205125","IRS10ST","9200100",6
"5208128","6205125","IRS10ST","9200100",6
"5209039","6205035","IRS02ST","9200020",2
"5209040","6205040","IRS02ST","9200020",2
"5209041","6205040","IRS02ST","9200020",2
"5209042","6205040","IRS02ST","9200020",2
"5209043","6205040","IRS02ST","9200020",2
"5209044","6205040","IRS02ST","9200020",2
"5209045","6205045","IRS02ST","9200020",2
"5209046","6205045","IRS02ST","9200020",2
"5209047","6205045","IRS02ST","9200020",2
"5209048","6205045","IRS02ST","9200020",2
"5209049","6205045","IRS03ST","9200060",1
"5209050","6205050","IRS03ST","9200060",1
"5209051","6205050","IRS03ST","9200060",1
"5209052","6205050","IRS03ST","9200060",1
"5209053","6205050","IRS03ST","9200060",1
"5209054","6205050","IRS03ST","9200060",1
"5209055","6205055","IRS03ST","9200060",1
"5209056","6205055","IRS03ST","9200060",1
"5209057","6205055","IRS03ST","9200060",1
"5209058","6205055","IRS03ST","9200060",1
"5209059","6205055","IRS03ST","9200060",1
"5209060","6205060","IRS03ST","9200060",1
"5209061","6205060","IRS03ST","9200060",1
"5209062","6205060","IRS03ST","9200060",1
"5209063","6205060","IRS03ST","9200060",1
"5209064","6205060","IRS03ST","9200060",1
"5209065","6205065","IRS03ST","9200060",1
"5209066","6205065","IRS03ST","9200060",1
"5209067","6205065","IRS03ST","9200060",1
"5209068","6205065","IRS03ST","9200060",1
"5209069","6205065","IRS03ST","9200060",1
"5209070","6205070","IRS05ST","9200080",5
"5209071","6205070","IRS05ST","9200080",5
"5209072","6205070","IRS05ST","9200080",5
"5209073","6205070","IRS05ST","9200080",5
"5209074","6205070","IRS05ST","9200080",5
"5209075","6205075","IRS05ST","9200080",5
"5209076","6205075","IRS05ST","9200080",5
"5209077","6205075","IRS05ST","9200080",5
