"GRID_1","GRID_5","PS_AREA_CODE","PS_AREA","PS_AREA_NUMBER"
"5229111","6225110","IRS06ST","9220060",4
"5229112","6225110","IRS06ST","9220060",4
"5229113","6225110","IRS06ST","9220060",4
"5229114","6225110","IRS06ST","9220060",4
"5230030","6230030","IRS06ST","9220060",4
"5230031","6230030","IRS04ST","9210020",3
"5230031","6230030","IRS06ST","9220060",4
"5230032","6230030","IRS04ST","9210020",3
"5230032","6230030","IRS06ST","9220060",4
"5230033","6230030","IRS04ST","9210020",3
"5230033","6230030","IRS06ST","9220060",4
"5230034","6230030","IRS04ST","9210020",3
"5230034","6230030","IRS06ST","9220060",4
"5230035","6230035","IRS04ST","9210020",3
"5230035","6230035","IRS06ST","9220060",4
"5230036","6230035","IRS04ST","9210020",3
"5230036","6230035","IRS06ST","9220060",4
"5230037","6230035","IRS04ST","9210020",3
"5230037","6230035","IRS06ST","9220060",4
"5230038","6230035","IRS04ST","9210020",3
"5230038","6230035","IRS06ST","9220060",4
"5230039","6230035","IRS04ST","9210020",3
"5230039","6230035","IRS06ST","9220060",4
"5230040","6230040","IRS04ST","9210020",3
"5230040","6230040","IRS06ST","9220060",4
"5230041","6230040","IRS04ST","9210020",3
"5230041","6230040","IRS06ST","9220060",4
"5230042","6230040","IRS04ST","9210020",3
"5230042","6230040","IRS06ST","9220060",4
"5230043","6230040","IRS04ST","9210020",3
"5230043","6230040","IRS06ST","9220060",4
"5230044","6230040","IRS04ST","9210020",3
"5230044","6230040","IRS06ST","9220060",4
"5230045","6230045","IRS06ST","9220060",4
"5230046","6230045","IRS06ST","9220060",4
"5230047","6230045","IRS06ST","9220060",4
"5230048","6230045","IRS06ST","9220060",4
"5230049","6230045","IRS06ST","9220060",4
"5230050","6230050","IRS06ST","9220060",4
"5230051","6230050","IRS06ST","9220060",4
"5230052","6230050","IRS06ST","9220060",4
"5230053","6230050","IRS06ST","9220060",4
"5230054","6230050","IRS06ST","9220060",4
"5230055","6230055","IRS06ST","9220060",4
"5230056","6230055","IRS06ST","9220060",4
"5230057","6230055","IRS06ST","9220060",4
"5230058","6230055","IRS06ST","9220060",4
"5230059","6230055","IRS06ST","9220060",4
"5230060","6230060","IRS06ST","9220060",4
"5230061","6230060","IRS06ST","9220060",4
"5230062","6230060","IRS06ST","9220060",4
"5230063","6230060","IRS06ST","9220060",4
"5230064","6230060","IRS06ST","9220060",4
"5230065","6230065","IRS06ST","9220060",4
"5230066","6230065","IRS06ST","9220060",4
"5230067","6230065","IRS06ST","9220060",4
"5230068","6230065","IRS06ST","9220060",4
"5230069","6230065","IRS06ST","9220060",4
"5230070","6230070","IRS06ST","9220060",4
"5230071","6230070","IRS06ST","9220060",4
"5230072","6230070","IRS06ST","9220060",4
"5230073","6230070","IRS06ST","9220060",4
"5230074","6230070","IRS06ST","9220060",4
"5230075","6230075","IRS06ST","9220060",4
"5230076","6230075","IRS06ST","9220060",4
"5230077","6230075","IRS06ST","9220060",4
"5230078","6230075","IRS06ST","9220060",4
"5230079","6230075","IRS06ST","9220060",4
"5230080","6230080","IRS06ST","9220060",4
"5230081","6230080","IRS06ST","9220060",4
"5230082","6230080","IRS06ST","9220060",4
"5230083","6230080","IRS06ST","9220060",4
"5230084","6230080","IRS06ST","9220060",4
"5230085","6230085","IRS06ST","9220060",4
"5230086","6230085","IRS06ST","9220060",4
"5230087","6230085","IRS06ST","9220060",4
"5230088","6230085","IRS06ST","9220060",4
"5230089","6230085","IRS06ST","9220060",4
"5230090","6230090","IRS06ST","9220060",4
"5230091","6230090","IRS06ST","9220060",4
"5230092","6230090","IRS06ST","9220060",4
"5230093","6230090","IRS06ST","9220060",4
"5230094","6230090","IRS06ST","9220060",4
"5230095","6230095","IRS06ST","9220060",4
"5230096","6230095","IRS06ST","9220060",4
"5230097","6230095","IRS06ST","9220060",4
"5230098","6230095","IRS06ST","9220060",4
"5230099","6230095","IRS06ST","9220060",4
"5230100","6230100","IRS06ST","9220060",4
"5230101","6230100","IRS06ST","9220060",4
"5230102","6230100","IRS06ST","9220060",4
"5230103","6230100","IRS06ST","9220060",4
"5230104","6230100","IRS06ST","9220060",4
"5230105","6230105","IRS06ST","9220060",4
"5230106","6230105","IRS06ST","9220060",4
"5230107","6230105","IRS06ST","9220060",4
"5230108","6230105","IRS06ST","9220060",4
"5230109","6230105","IRS06ST","9220060",4
"5230110","6230110","IRS06ST","9220060",4
"5230111","6230110","IRS06ST","9220060",4
"5230112","6230110","IRS06ST","9220060",4
"5230113","6230110","IRS06ST","9220060",4
"5230114","6230110","IRS06ST","9220060",4
"5230115","6230115","IRS06ST","9220060",4
"5231029","6230025","IRS06ST","9220060",4
"5231030","6230030","IRS06ST","9220060",4
"5231031","6230030","IRS06ST","9220060",4
"5231032","6230030","IRS06ST","9220060",4
"5231033","6230030","IRS06ST","9220060",4
"5231034","6230030","IRS06ST","9220060",4
"5231035","6230035","IRS06ST","9220060",4
"5231036","6230035","IRS06ST","9220060",4
"5231037","6230035","IRS06ST","9220060",4
"5231038","6230035","IRS06ST","9220060",4
"5231039","6230035","IRS06ST","9220060",4
"5231040","6230040","IRS06ST","9220060",4
"5231041","6230040","IRS06ST","9220060",4
"5231042","6230040","IRS06ST","9220060",4
"5231043","6230040","IRS06ST","9220060",4
"5231044","6230040","IRS06ST","9220060",4
"5231045","6230045","IRS06ST","9220060",4
"5231046","6230045","IRS06ST","9220060",4
"5231047","6230045","IRS06ST","9220060",4
"5231048","6230045","IRS06ST","9220060",4
"5231049","6230045","IRS06ST","9220060",4
"5231050","6230050","IRS06ST","9220060",4
"5231051","6230050","IRS06ST","9220060",4
"5231052","6230050","IRS06ST","9220060",4
"5231053","6230050","IRS06ST","9220060",4
"5231054","6230050","IRS06ST","9220060",4
"5231055","6230055","IRS06ST","9220060",4
"5231056","6230055","IRS06ST","9220060",4
"5231057","6230055","IRS06ST","9220060",4
"5231058","6230055","IRS06ST","9220060",4
"5231059","6230055","IRS06ST","9220060",4
"5231060","6230060","IRS06ST","9220060",4
"5231061","6230060","IRS06ST","9220060",4
"5231062","6230060","IRS06ST","9220060",4
"5231063","6230060","IRS06ST","9220060",4
"5231064","6230060","IRS06ST","9220060",4
"5231065","6230065","IRS06ST","9220060",4
"5231066","6230065","IRS06ST","9220060",4
"5231067","6230065","IRS06ST","9220060",4
"5231068","6230065","IRS06ST","9220060",4
"5231069","6230065","IRS06ST","9220060",4
"5231070","6230070","IRS06ST","9220060",4
"5231071","6230070","IRS06ST","9220060",4
"5231072","6230070","IRS06ST","9220060",4
"5231073","6230070","IRS06ST","9220060",4
"5231074","6230070","IRS06ST","9220060",4
"5231075","6230075","IRS06ST","9220060",4
"5231076","6230075","IRS06ST","9220060",4
"5231077","6230075","IRS06ST","9220060",4
"5231078","6230075","IRS06ST","9220060",4
"5231079","6230075","IRS06ST","9220060",4
"5231080","6230080","IRS06ST","9220060",4
"5231081","6230080","IRS06ST","9220060",4
"5231082","6230080","IRS06ST","9220060",4
"5231083","6230080","IRS06ST","9220060",4
"5231084","6230080","IRS06ST","9220060",4
"5231085","6230085","IRS06ST","9220060",4
"5231086","6230085","IRS06ST","9220060",4
"5231087","6230085","IRS06ST","9220060",4
"5231088","6230085","IRS06ST","9220060",4
"5231089","6230085","IRS06ST","9220060",4
"5231090","6230090","IRS06ST","9220060",4
"5231091","6230090","IRS06ST","9220060",4
"5231092","6230090","IRS06ST","9220060",4
"5231093","6230090","IRS06ST","9220060",4
"5231094","6230090","IRS06ST","9220060",4
"5231095","6230095","IRS06ST","9220060",4
"5231096","6230095","IRS06ST","9220060",4
"5231097","6230095","IRS06ST","9220060",4
"5231098","6230095","IRS06ST","9220060",4
"5231099","6230095","IRS06ST","9220060",4
"5231100","6230100","IRS06ST","9220060",4
"5231101","6230100","IRS06ST","9220060",4
"5231102","6230100","IRS06ST","9220060",4
"5231103","6230100","IRS06ST","9220060",4
"5231104","6230100","IRS06ST","9220060",4
"5231105","6230105","IRS06ST","9220060",4
"5231106","6230105","IRS06ST","9220060",4
"5231107","6230105","IRS06ST","9220060",4
"5231108","6230105","IRS06ST","9220060",4
"5231109","6230105","IRS06ST","9220060",4
"5231110","6230110","IRS06ST","9220060",4
"5231111","6230110","IRS06ST","9220060",4
"5231112","6230110","IRS06ST","9220060",4
"5231113","6230110","IRS06ST","9220060",4
"5231114","6230110","IRS06ST","9220060",4
"5231115","6230115","IRS06ST","9220060",4
"5231128","6230125","IRS06ST","9220060",4
"5231129","6230125","IRS06ST","9220060",4
"5231130","6230130","IRS06ST","9220060",4
"5231131","6230130","IRS06ST","9220060",4
"5231132","6230130","IRS06ST","9220060",4
"5232027","6230025","IRS06ST","9220060",4
"5232028","6230025","IRS06ST","9220060",4
"5232029","6230025","IRS06ST","9220060",4
"5232030","6230030","IRS06ST","9220060",4
"5232031","6230030","IRS06ST","9220060",4
"5232032","6230030","IRS06ST","9220060",4
"5232033","6230030","IRS06ST","9220060",4
"5232034","6230030","IRS06ST","9220060",4
"5232035","6230035","IRS06ST","9220060",4
"5232036","6230035","IRS06ST","9220060",4
"5232037","6230035","IRS06ST","9220060",4
"5232038","6230035","IRS06ST","9220060",4
"5232039","6230035","IRS06ST","9220060",4
"5232040","6230040","IRS06ST","9220060",4
"5232041","6230040","IRS06ST","9220060",4
"5232042","6230040","IRS06ST","9220060",4
"5232043","6230040","IRS06ST","9220060",4
"5232044","6230040","IRS06ST","9220060",4
"5232045","6230045","IRS06ST","9220060",4
"5232046","6230045","IRS06ST","9220060",4
"5232047","6230045","IRS06ST","9220060",4
"5232048","6230045","IRS06ST","9220060",4
"5232049","6230045","IRS06ST","9220060",4
"5232050","6230050","IRS06ST","9220060",4
"5232051","6230050","IRS06ST","9220060",4
"5232052","6230050","IRS06ST","9220060",4
"5232053","6230050","IRS06ST","9220060",4
"5232054","6230050","IRS06ST","9220060",4
"5232055","6230055","IRS06ST","9220060",4
"5232056","6230055","IRS06ST","9220060",4
"5232057","6230055","IRS06ST","9220060",4
"5232058","6230055","IRS06ST","9220060",4
"5232059","6230055","IRS06ST","9220060",4
"5232060","6230060","IRS06ST","9220060",4
"5232061","6230060","IRS06ST","9220060",4
"5232062","6230060","IRS06ST","9220060",4
"5232063","6230060","IRS06ST","9220060",4
"5232064","6230060","IRS06ST","9220060",4
"5232065","6230065","IRS06ST","9220060",4
"5232066","6230065","IRS06ST","9220060",4
"5232067","6230065","IRS06ST","9220060",4
"5232068","6230065","IRS06ST","9220060",4
"5232069","6230065","IRS06ST","9220060",4
"5232070","6230070","IRS06ST","9220060",4
"5232071","6230070","IRS06ST","9220060",4
"5232072","6230070","IRS06ST","9220060",4
"5232073","6230070","IRS06ST","9220060",4
"5232074","6230070","IRS06ST","9220060",4
"5232075","6230075","IRS06ST","9220060",4
"5232076","6230075","IRS06ST","9220060",4
"5232077","6230075","IRS06ST","9220060",4
"5232078","6230075","IRS06ST","9220060",4
"5232079","6230075","IRS06ST","9220060",4
"5232080","6230080","IRS06ST","9220060",4
"5232081","6230080","IRS06ST","9220060",4
"5232082","6230080","IRS06ST","9220060",4
"5232083","6230080","IRS06ST","9220060",4
"5232084","6230080","IRS06ST","9220060",4
"5232085","6230085","IRS06ST","9220060",4
"5232086","6230085","IRS06ST","9220060",4
"5232087","6230085","IRS06ST","9220060",4
"5232088","6230085","IRS06ST","9220060",4
"5232089","6230085","IRS06ST","9220060",4
"5232090","6230090","IRS06ST","9220060",4
"5232091","6230090","IRS06ST","9220060",4
"5232092","6230090","IRS06ST","9220060",4
"5232093","6230090","IRS06ST","9220060",4
"5232094","6230090","IRS06ST","9220060",4
"5232095","6230095","IRS06ST","9220060",4
"5232096","6230095","IRS06ST","9220060",4
"5232097","6230095","IRS06ST","9220060",4
"5232098","6230095","IRS06ST","9220060",4
"5232099","6230095","IRS06ST","9220060",4
"5232100","6230100","IRS06ST","9220060",4
"5232101","6230100","IRS06ST","9220060",4
"5232102","6230100","IRS06ST","9220060",4
"5232103","6230100","IRS06ST","9220060",4
"5232104","6230100","IRS06ST","9220060",4
"5232105","6230105","IRS06ST","9220060",4
"5232106","6230105","IRS06ST","9220060",4
"5232107","6230105","IRS06ST","9220060",4
"5232108","6230105","IRS06ST","9220060",4
"5232109","6230105","IRS06ST","9220060",4
"5232110","6230110","IRS06ST","9220060",4
"5232111","6230110","IRS06ST","9220060",4
"5232112","6230110","IRS06ST","9220060",4
"5232113","6230110","IRS06ST","9220060",4
"5232114","6230110","IRS06ST","9220060",4
"5232115","6230115","IRS06ST","9220060",4
"5232124","6230120","IRS06ST","9220060",4
"5232125","6230125","IRS06ST","9220060",4
"5232126","6230125","IRS06ST","9220060",4
"5232127","6230125","IRS06ST","9220060",4
"5232128","6230125","IRS06ST","9220060",4
"5232129","6230125","IRS06ST","9220060",4
"5232130","6230130","IRS06ST","9220060",4
"5232131","6230130","IRS06ST","9220060",4
"5232132","6230130","IRS06ST","9220060",4
"5232133","6230130","IRS06ST","9220060",4
"5232134","6230130","IRS06ST","9220060",4
"5232137","6230135","IRS06ST","9220060",4
"5233023","6230020","IRS06ST","9220060",4
"5233024","6230020","IRS06ST","9220060",4
"5233025","6230025","IRS06ST","9220060",4
"5233026","6230025","IRS06ST","9220060",4
"5233027","6230025","IRS06ST","9220060",4
"5233028","6230025","IRS06ST","9220060",4
"5233029","6230025","IRS06ST","9220060",4
"5233030","6230030","IRS06ST","9220060",4
"5233031","6230030","IRS06ST","9220060",4
"5233032","6230030","IRS06ST","9220060",4
"5233033","6230030","IRS06ST","9220060",4
"5233034","6230030","IRS06ST","9220060",4
"5233035","6230035","IRS06ST","9220060",4
"5233036","6230035","IRS06ST","9220060",4
"5233037","6230035","IRS06ST","9220060",4
"5233038","6230035","IRS06ST","9220060",4
"5233039","6230035","IRS06ST","9220060",4
"5233040","6230040","IRS06ST","9220060",4
"5233041","6230040","IRS06ST","9220060",4
"5233042","6230040","IRS06ST","9220060",4
"5233043","6230040","IRS06ST","9220060",4
"5233044","6230040","IRS06ST","9220060",4
"5233045","6230045","IRS06ST","9220060",4
"5233046","6230045","IRS06ST","9220060",4
"5233047","6230045","IRS06ST","9220060",4
"5233048","6230045","IRS06ST","9220060",4
"5233049","6230045","IRS06ST","9220060",4
"5233050","6230050","IRS06ST","9220060",4
"5233051","6230050","IRS06ST","9220060",4
"5233052","6230050","IRS06ST","9220060",4
"5233053","6230050","IRS06ST","9220060",4
"5233054","6230050","IRS06ST","9220060",4
"5233055","6230055","IRS06ST","9220060",4
"5233056","6230055","IRS06ST","9220060",4
"5233057","6230055","IRS06ST","9220060",4
"5233058","6230055","IRS06ST","9220060",4
"5233059","6230055","IRS06ST","9220060",4
"5233060","6230060","IRS06ST","9220060",4
"5233061","6230060","IRS06ST","9220060",4
"5233062","6230060","IRS06ST","9220060",4
"5233063","6230060","IRS06ST","9220060",4
"5233064","6230060","IRS06ST","9220060",4
"5233065","6230065","IRS06ST","9220060",4
"5233066","6230065","IRS06ST","9220060",4
"5233067","6230065","IRS06ST","9220060",4
"5233068","6230065","IRS06ST","9220060",4
"5233069","6230065","IRS06ST","9220060",4
"5233070","6230070","IRS06ST","9220060",4
"5233071","6230070","IRS06ST","9220060",4
"5233072","6230070","IRS06ST","9220060",4
"5233073","6230070","IRS06ST","9220060",4
"5233074","6230070","IRS06ST","9220060",4
"5233075","6230075","IRS06ST","9220060",4
"5233076","6230075","IRS06ST","9220060",4
"5233077","6230075","IRS06ST","9220060",4
"5233078","6230075","IRS06ST","9220060",4
"5233079","6230075","IRS06ST","9220060",4
"5233080","6230080","IRS06ST","9220060",4
"5233081","6230080","IRS06ST","9220060",4
"5233082","6230080","IRS06ST","9220060",4
"5233083","6230080","IRS06ST","9220060",4
"5233084","6230080","IRS06ST","9220060",4
"5233085","6230085","IRS06ST","9220060",4
"5233086","6230085","IRS06ST","9220060",4
"5233087","6230085","IRS06ST","9220060",4
"5233088","6230085","IRS06ST","9220060",4
"5233089","6230085","IRS06ST","9220060",4
"5233090","6230090","IRS06ST","9220060",4
"5233091","6230090","IRS06ST","9220060",4
"5233092","6230090","IRS06ST","9220060",4
"5233093","6230090","IRS06ST","9220060",4
"5233094","6230090","IRS06ST","9220060",4
"5233095","6230095","IRS06ST","9220060",4
"5233096","6230095","IRS06ST","9220060",4
"5233097","6230095","IRS06ST","9220060",4
"5233098","6230095","IRS06ST","9220060",4
"5233099","6230095","IRS06ST","9220060",4
"5233100","6230100","IRS06ST","9220060",4
"5233101","6230100","IRS06ST","9220060",4
"5233102","6230100","IRS06ST","9220060",4
"5233103","6230100","IRS06ST","9220060",4
"5233104","6230100","IRS06ST","9220060",4
"5233105","6230105","IRS06ST","9220060",4
"5233106","6230105","IRS06ST","9220060",4
"5233107","6230105","IRS06ST","9220060",4
"5233108","6230105","IRS06ST","9220060",4
"5233109","6230105","IRS06ST","9220060",4
"5233110","6230110","IRS06ST","9220060",4
"5233111","6230110","IRS06ST","9220060",4
"5233112","6230110","IRS06ST","9220060",4
"5233113","6230110","IRS06ST","9220060",4
"5233114","6230110","IRS06ST","9220060",4
"5233115","6230115","IRS06ST","9220060",4
"5233119","6230115","IRS06ST","9220060",4
"5233120","6230120","IRS06ST","9220060",4
"5233121","6230120","IRS06ST","9220060",4
"5233122","6230120","IRS06ST","9220060",4
"5233123","6230120","IRS06ST","9220060",4
"5233124","6230120","IRS06ST","9220060",4
"5233125","6230125","IRS06ST","9220060",4
"5233126","6230125","IRS06ST","9220060",4
"5233127","6230125","IRS06ST","9220060",4
"5233128","6230125","IRS06ST","9220060",4
"5233129","6230125","IRS06ST","9220060",4
"5233130","6230130","IRS06ST","9220060",4
"5233131","6230130","IRS06ST","9220060",4
"5233132","6230130","IRS06ST","9220060",4
"5233133","6230130","IRS06ST","9220060",4
"5233134","6230130","IRS06ST","9220060",4
"5233135","6230135","IRS06ST","9220060",4
"5233136","6230135","IRS06ST","9220060",4
"5233137","6230135","IRS06ST","9220060",4
"5233138","6230135","IRS06ST","9220060",4
"5234020","6230020","IRS06ST","9220060",4
"5234021","6230020","IRS06ST","9220060",4
"5234022","6230020","IRS06ST","9220060",4
"5234023","6230020","IRS06ST","9220060",4
"5234024","6230020","IRS06ST","9220060",4
"5234025","6230025","IRS06ST","9220060",4
"5234026","6230025","IRS06ST","9220060",4
"5234027","6230025","IRS06ST","9220060",4
"5234028","6230025","IRS06ST","9220060",4
"5234029","6230025","IRS06ST","9220060",4
"5234030","6230030","IRS06ST","9220060",4
"5234031","6230030","IRS06ST","9220060",4
"5234032","6230030","IRS06ST","9220060",4
"5234033","6230030","IRS06ST","9220060",4
"5234034","6230030","IRS06ST","9220060",4
"5234035","6230035","IRS06ST","9220060",4
"5234036","6230035","IRS06ST","9220060",4
"5234037","6230035","IRS06ST","9220060",4
"5234038","6230035","IRS06ST","9220060",4
"5234039","6230035","IRS06ST","9220060",4
"5234040","6230040","IRS06ST","9220060",4
"5234041","6230040","IRS06ST","9220060",4
"5234042","6230040","IRS06ST","9220060",4
"5234043","6230040","IRS06ST","9220060",4
"5234044","6230040","IRS06ST","9220060",4
"5234045","6230045","IRS06ST","9220060",4
"5234046","6230045","IRS06ST","9220060",4
"5234047","6230045","IRS06ST","9220060",4
"5234048","6230045","IRS06ST","9220060",4
"5234049","6230045","IRS06ST","9220060",4
"5234050","6230050","IRS06ST","9220060",4
"5234051","6230050","IRS06ST","9220060",4
"5234052","6230050","IRS06ST","9220060",4
"5234053","6230050","IRS06ST","9220060",4
"5234054","6230050","IRS06ST","9220060",4
"5234055","6230055","IRS06ST","9220060",4
"5234056","6230055","IRS06ST","9220060",4
"5234057","6230055","IRS06ST","9220060",4
"5234058","6230055","IRS06ST","9220060",4
"5234059","6230055","IRS06ST","9220060",4
"5234060","6230060","IRS06ST","9220060",4
"5234061","6230060","IRS06ST","9220060",4
"5234062","6230060","IRS06ST","9220060",4
"5234063","6230060","IRS06ST","9220060",4
"5234064","6230060","IRS06ST","9220060",4
"5234065","6230065","IRS06ST","9220060",4
"5234066","6230065","IRS06ST","9220060",4
"5234067","6230065","IRS06ST","9220060",4
"5234068","6230065","IRS06ST","9220060",4
"5234069","6230065","IRS06ST","9220060",4
"5234070","6230070","IRS06ST","9220060",4
"5234071","6230070","IRS06ST","9220060",4
"5234072","6230070","IRS06ST","9220060",4
"5234073","6230070","IRS06ST","9220060",4
"5234074","6230070","IRS06ST","9220060",4
"5234075","6230075","IRS06ST","9220060",4
"5234076","6230075","IRS06ST","9220060",4
"5234077","6230075","IRS06ST","9220060",4
"5234078","6230075","IRS06ST","9220060",4
"5234079","6230075","IRS06ST","9220060",4
"5234080","6230080","IRS06ST","9220060",4
"5234081","6230080","IRS06ST","9220060",4
"5234082","6230080","IRS06ST","9220060",4
"5234083","6230080","IRS06ST","9220060",4
"5234084","6230080","IRS06ST","9220060",4
"5234085","6230085","IRS06ST","9220060",4
"5234086","6230085","IRS06ST","9220060",4
"5234087","6230085","IRS06ST","9220060",4
"5234088","6230085","IRS06ST","9220060",4
"5234089","6230085","IRS06ST","9220060",4
"5234090","6230090","IRS06ST","9220060",4
"5234091","6230090","IRS06ST","9220060",4
"5234092","6230090","IRS06ST","9220060",4
"5234093","6230090","IRS06ST","9220060",4
"5234094","6230090","IRS06ST","9220060",4
"5234095","6230095","IRS06ST","9220060",4
"5234096","6230095","IRS06ST","9220060",4
"5234097","6230095","IRS06ST","9220060",4
"5234098","6230095","IRS06ST","9220060",4
"5234099","6230095","IRS06ST","9220060",4
"5234100","6230100","IRS06ST","9220060",4
"5234101","6230100","IRS06ST","9220060",4
"5234102","6230100","IRS06ST","9220060",4
"5234103","6230100","IRS06ST","9220060",4
"5234104","6230100","IRS06ST","9220060",4
"5234105","6230105","IRS06ST","9220060",4
"5234106","6230105","IRS06ST","9220060",4
"5234107","6230105","IRS06ST","9220060",4
"5234108","6230105","IRS06ST","9220060",4
"5234109","6230105","IRS06ST","9220060",4
"5234110","6230110","IRS06ST","9220060",4
"5234111","6230110","IRS06ST","9220060",4
"5234112","6230110","IRS06ST","9220060",4
"5234113","6230110","IRS06ST","9220060",4
"5234114","6230110","IRS06ST","9220060",4
"5234115","6230115","IRS06ST","9220060",4
"5234116","6230115","IRS06ST","9220060",4
"5234118","6230115","IRS06ST","9220060",4
"5234119","6230115","IRS06ST","9220060",4
"5234120","6230120","IRS06ST","9220060",4
"5234121","6230120","IRS06ST","9220060",4
"5234122","6230120","IRS06ST","9220060",4
"5234123","6230120","IRS06ST","9220060",4
"5234124","6230120","IRS06ST","9220060",4
"5234125","6230125","IRS06ST","9220060",4
"5234126","6230125","IRS06ST","9220060",4
"5234127","6230125","IRS06ST","9220060",4
"5234128","6230125","IRS06ST","9220060",4
"5234129","6230125","IRS06ST","9220060",4
"5234130","6230130","IRS06ST","9220060",4
"5234131","6230130","IRS06ST","9220060",4
"5234132","6230130","IRS06ST","9220060",4
"5234133","6230130","IRS06ST","9220060",4
"5234134","6230130","IRS06ST","9220060",4
"5234135","6230135","IRS06ST","9220060",4
"5234136","6230135","IRS06ST","9220060",4
"5234137","6230135","IRS06ST","9220060",4
"5234138","6230135","IRS06ST","9220060",4
"5235020","6235020","IRS06ST","9220060",4
"5235021","6235020","IRS06ST","9220060",4
"5235022","6235020","IRS06ST","9220060",4
"5235023","6235020","IRS06ST","9220060",4
"5235024","6235020","IRS06ST","9220060",4
"5235025","6235025","IRS06ST","9220060",4
"5235026","6235025","IRS06ST","9220060",4
"5235027","6235025","IRS06ST","9220060",4
"5235028","6235025","IRS06ST","9220060",4
"5235029","6235025","IRS06ST","9220060",4
"5235030","6235030","IRS06ST","9220060",4
"5235031","6235030","IRS06ST","9220060",4
"5235032","6235030","IRS06ST","9220060",4
"5235033","6235030","IRS06ST","9220060",4
"5235034","6235030","IRS06ST","9220060",4
"5235035","6235035","IRS06ST","9220060",4
"5235036","6235035","IRS06ST","9220060",4
"5235037","6235035","IRS06ST","9220060",4
"5235038","6235035","IRS06ST","9220060",4
"5235039","6235035","IRS06ST","9220060",4
"5235040","6235040","IRS06ST","9220060",4
"5235041","6235040","IRS06ST","9220060",4
"5235042","6235040","IRS06ST","9220060",4
"5235043","6235040","IRS06ST","9220060",4
"5235044","6235040","IRS06ST","9220060",4
"5235045","6235045","IRS06ST","9220060",4
"5235046","6235045","IRS06ST","9220060",4
"5235047","6235045","IRS06ST","9220060",4
"5235048","6235045","IRS06ST","9220060",4
"5235049","6235045","IRS06ST","9220060",4
"5235050","6235050","IRS06ST","9220060",4
"5235051","6235050","IRS06ST","9220060",4
"5235052","6235050","IRS06ST","9220060",4
"5235053","6235050","IRS06ST","9220060",4
"5235054","6235050","IRS06ST","9220060",4
"5235055","6235055","IRS06ST","9220060",4
"5235056","6235055","IRS06ST","9220060",4
"5235057","6235055","IRS06ST","9220060",4
"5235058","6235055","IRS06ST","9220060",4
"5235059","6235055","IRS06ST","9220060",4
"5235060","6235060","IRS06ST","9220060",4
"5235061","6235060","IRS06ST","9220060",4
"5235062","6235060","IRS06ST","9220060",4
"5235063","6235060","IRS06ST","9220060",4
"5235064","6235060","IRS06ST","9220060",4
"5235065","6235065","IRS06ST","9220060",4
"5235066","6235065","IRS06ST","9220060",4
"5235067","6235065","IRS06ST","9220060",4
"5235068","6235065","IRS06ST","9220060",4
"5235069","6235065","IRS06ST","9220060",4
"5235070","6235070","IRS06ST","9220060",4
"5235071","6235070","IRS06ST","9220060",4
"5235072","6235070","IRS06ST","9220060",4
"5235073","6235070","IRS06ST","9220060",4
"5235074","6235070","IRS06ST","9220060",4
"5235075","6235075","IRS06ST","9220060",4
"5235076","6235075","IRS06ST","9220060",4
"5235077","6235075","IRS06ST","9220060",4
"5235078","6235075","IRS06ST","9220060",4
"5235079","6235075","IRS06ST","9220060",4
"5235080","6235080","IRS06ST","9220060",4
"5235081","6235080","IRS06ST","9220060",4
"5235082","6235080","IRS06ST","9220060",4
"5235083","6235080","IRS06ST","9220060",4
"5235084","6235080","IRS06ST","9220060",4
"5235085","6235085","IRS06ST","9220060",4
"5235086","6235085","IRS06ST","9220060",4
"5235087","6235085","IRS06ST","9220060",4
"5235088","6235085","IRS06ST","9220060",4
"5235089","6235085","IRS06ST","9220060",4
"5235090","6235090","IRS06ST","9220060",4
"5235091","6235090","IRS06ST","9220060",4
"5235092","6235090","IRS06ST","9220060",4
"5235093","6235090","IRS06ST","9220060",4
"5235094","6235090","IRS06ST","9220060",4
"5235095","6235095","IRS06ST","9220060",4
"5235096","6235095","IRS06ST","9220060",4
"5235097","6235095","IRS06ST","9220060",4
"5235098","6235095","IRS06ST","9220060",4
"5235099","6235095","IRS06ST","9220060",4
"5235100","6235100","IRS06ST","9220060",4
"5235101","6235100","IRS06ST","9220060",4
"5235102","6235100","IRS06ST","9220060",4
"5235103","6235100","IRS06ST","9220060",4
"5235104","6235100","IRS06ST","9220060",4
"5235105","6235105","IRS06ST","9220060",4
"5235106","6235105","IRS06ST","9220060",4
"5235107","6235105","IRS06ST","9220060",4
"5235108","6235105","IRS06ST","9220060",4
"5235109","6235105","IRS06ST","9220060",4
"5235110","6235110","IRS06ST","9220060",4
"5235111","6235110","IRS06ST","9220060",4
"5235112","6235110","IRS06ST","9220060",4
"5235113","6235110","IRS06ST","9220060",4
"5235114","6235110","IRS06ST","9220060",4
"5235115","6235115","IRS06ST","9220060",4
"5235116","6235115","IRS06ST","9220060",4
"5235117","6235115","IRS06ST","9220060",4
"5235118","6235115","IRS06ST","9220060",4
"5235119","6235115","IRS06ST","9220060",4
"5235120","6235120","IRS06ST","9220060",4
"5235121","6235120","IRS06ST","9220060",4
"5235122","6235120","IRS06ST","9220060",4
"5235123","6235120","IRS06ST","9220060",4
"5235124","6235120","IRS06ST","9220060",4
"5235125","6235125","IRS06ST","9220060",4
